edge_id,pair_id,source,target,domain,weight,source_name,target_name,source_institution,target_institution,source_country,target_country
hewison-c--tefera-g#tb,hewison-c--tefera-g,hewison-c,tefera-g,tb,3,"Hewison, Catherine","Tefera, Girum Bayissa",,,France,
huerga-h--skrahina-a#tb,huerga-h--skrahina-a,huerga-h,skrahina-a,tb,3,"Huerga, Helena","Skrahina, Alena",,,France,
huerga-h--stagg-h#tb,huerga-h--stagg-h,huerga-h,stagg-h,tb,3,"Huerga, Helena","Stagg, Helen R",,London School of Hygiene & Tropical Medicine,France,United Kingdom
huerga-h--tefera-g#tb,huerga-h--tefera-g,huerga-h,tefera-g,tb,3,"Huerga, Helena","Tefera, Girum Bayissa",,,France,
khan-p--stagg-h#tb,khan-p--stagg-h,khan-p,stagg-h,tb,3,"Khan, Palwasha Y","Stagg, Helen R",London School of Hygiene & Tropical Medicine,London School of Hygiene & Tropical Medicine,Singapore,United Kingdom
khan-p--tefera-g#tb,khan-p--tefera-g,khan-p,tefera-g,tb,3,"Khan, Palwasha Y","Tefera, Girum Bayissa",London School of Hygiene & Tropical Medicine,,Singapore,
lahood-a--siddiqui-m#tb,lahood-a--siddiqui-m,lahood-a,siddiqui-m,tb,3,"LaHood, Allison","Siddiqui, Muhammad Rafi",Harvard University,,United States,Pakistan
lahood-a--stagg-h#tb,lahood-a--stagg-h,lahood-a,stagg-h,tb,3,"LaHood, Allison","Stagg, Helen R",Harvard University,London School of Hygiene & Tropical Medicine,United States,United Kingdom
lahood-a--tefera-g#tb,lahood-a--tefera-g,lahood-a,tefera-g,tb,3,"LaHood, Allison","Tefera, Girum Bayissa",Harvard University,,United States,
mitnick-c--skrahina-a#tb,mitnick-c--skrahina-a,mitnick-c,skrahina-a,tb,3,"Mitnick, Carole D","Skrahina, Alena",Harvard University,,United States,
mitnick-c--stagg-h#tb,mitnick-c--stagg-h,mitnick-c,stagg-h,tb,3,"Mitnick, Carole D","Stagg, Helen R",Harvard University,London School of Hygiene & Tropical Medicine,United States,United Kingdom
mitnick-c--tefera-g#tb,mitnick-c--tefera-g,mitnick-c,tefera-g,tb,3,"Mitnick, Carole D","Tefera, Girum Bayissa",Harvard University,,United States,
rich-m--stagg-h#tb,rich-m--stagg-h,rich-m,stagg-h,tb,3,"Rich, Michael L","Stagg, Helen R",,London School of Hygiene & Tropical Medicine,United States,United Kingdom
rich-m--tefera-g#tb,rich-m--tefera-g,rich-m,tefera-g,tb,3,"Rich, Michael L","Tefera, Girum Bayissa",,,United States,
seung-k--skrahina-a#tb,seung-k--skrahina-a,seung-k,skrahina-a,tb,3,"Seung, Kwonjune J","Skrahina, Alena",Harvard University,,United States,
siddiqui-m--stagg-h#tb,siddiqui-m--stagg-h,siddiqui-m,stagg-h,tb,3,"Siddiqui, Muhammad Rafi","Stagg, Helen R",,London School of Hygiene & Tropical Medicine,Pakistan,United Kingdom
siddiqui-m--tefera-g#tb,siddiqui-m--tefera-g,siddiqui-m,tefera-g,tb,3,"Siddiqui, Muhammad Rafi","Tefera, Girum Bayissa",,,Pakistan,
stagg-h--tefera-g#tb,stagg-h--tefera-g,stagg-h,tefera-g,tb,3,"Stagg, Helen R","Tefera, Girum Bayissa",London School of Hygiene & Tropical Medicine,,United Kingdom,
kang-c--luo-d#vector_borne,kang-c--luo-d,kang-c,luo-d,vector_borne,3,"Kang, CongBao","Luo, Dahai",Experimental Drug Development Centre,,Singapore,United States
chain-g--chang-c#vector_borne,chain-g--chang-c,chain-g,chang-c,vector_borne,3,"Chain, Grace","Chang, Chia-Chen",Environmental Health Institute,,Singapore,Singapore
chain-g--deng-l#vector_borne,chain-g--deng-l,chain-g,deng-l,vector_borne,3,"Chain, Grace","Deng, Lu",Environmental Health Institute,Environmental Health Institute,Singapore,Singapore
chain-g--lai-y#vector_borne,chain-g--lai-y,chain-g,lai-y,vector_borne,3,"Chain, Grace","Lai, Yee Ling",Environmental Health Institute,Environmental Health Institute,Singapore,Singapore
chain-g--lee-v#vector_borne,chain-g--lee-v,chain-g,lee-v,vector_borne,3,"Chain, Grace","Lee, Vernon",Environmental Health Institute,Communicable Diseases Agency,Singapore,Singapore
chain-g--mailepessov-d#vector_borne,chain-g--mailepessov-d,chain-g,mailepessov-d,vector_borne,3,"Chain, Grace","Mailepessov, Diyar",Environmental Health Institute,Environmental Health Institute,Singapore,Singapore
chang-c--chong-c#vector_borne,chang-c--chong-c,chang-c,chong-c,vector_borne,3,"Chang, Chia-Chen","Chong, Chee-Seng",,KK Women's and Children's Hospital,Singapore,Singapore
chang-c--dickens-b#vector_borne,chang-c--dickens-b,chang-c,dickens-b,vector_borne,3,"Chang, Chia-Chen","Dickens, Borame",,National University of Singapore,Singapore,Singapore
chang-c--lai-y#vector_borne,chang-c--lai-y,chang-c,lai-y,vector_borne,3,"Chang, Chia-Chen","Lai, Yee Ling",,Environmental Health Institute,Singapore,Singapore
chang-c--lee-c#vector_borne,chang-c--lee-c,chang-c,lee-c,vector_borne,3,"Chang, Chia-Chen","Lee, Caleb",,"Agency for Science, Technology and Research",Singapore,Singapore
chang-c--lee-v#vector_borne,chang-c--lee-v,chang-c,lee-v,vector_borne,3,"Chang, Chia-Chen","Lee, Vernon",,Communicable Diseases Agency,Singapore,Singapore
chang-c--mailepessov-d#vector_borne,chang-c--mailepessov-d,chang-c,mailepessov-d,vector_borne,3,"Chang, Chia-Chen","Mailepessov, Diyar",,Environmental Health Institute,Singapore,Singapore
chang-c--ng-y#vector_borne,chang-c--ng-y,chang-c,ng-y,vector_borne,3,"Chang, Chia-Chen","Ng, Youming",,KK Women's and Children's Hospital,Singapore,Singapore
chang-c--tan-l#vector_borne,chang-c--tan-l,chang-c,tan-l,vector_borne,3,"Chang, Chia-Chen","Tan, Li Yun",,,Singapore,United States
chong-c--deng-l#vector_borne,chong-c--deng-l,chong-c,deng-l,vector_borne,3,"Chong, Chee-Seng","Deng, Lu",KK Women's and Children's Hospital,Environmental Health Institute,Singapore,Singapore
chong-c--lai-y#vector_borne,chong-c--lai-y,chong-c,lai-y,vector_borne,3,"Chong, Chee-Seng","Lai, Yee Ling",KK Women's and Children's Hospital,Environmental Health Institute,Singapore,Singapore
chong-c--lee-v#vector_borne,chong-c--lee-v,chong-c,lee-v,vector_borne,3,"Chong, Chee-Seng","Lee, Vernon",KK Women's and Children's Hospital,Communicable Diseases Agency,Singapore,Singapore
chong-c--mailepessov-d#vector_borne,chong-c--mailepessov-d,chong-c,mailepessov-d,vector_borne,3,"Chong, Chee-Seng","Mailepessov, Diyar",KK Women's and Children's Hospital,Environmental Health Institute,Singapore,Singapore
deng-l--dickens-b#vector_borne,deng-l--dickens-b,deng-l,dickens-b,vector_borne,3,"Deng, Lu","Dickens, Borame",Environmental Health Institute,National University of Singapore,Singapore,Singapore
deng-l--lee-c#vector_borne,deng-l--lee-c,deng-l,lee-c,vector_borne,3,"Deng, Lu","Lee, Caleb",Environmental Health Institute,"Agency for Science, Technology and Research",Singapore,Singapore
deng-l--lim-j#vector_borne,deng-l--lim-j,deng-l,lim-j,vector_borne,3,"Deng, Lu","Lim, Jue Tao",Environmental Health Institute,Nanyang Technological University,Singapore,Singapore
deng-l--ng-l#vector_borne,deng-l--ng-l,deng-l,ng-l,vector_borne,3,"Deng, Lu","Ng, Lee Ching",Environmental Health Institute,Environmental Health Institute,Singapore,Singapore
deng-l--ng-y#vector_borne,deng-l--ng-y,deng-l,ng-y,vector_borne,3,"Deng, Lu","Ng, Youming",Environmental Health Institute,KK Women's and Children's Hospital,Singapore,Singapore
deng-l--sim-s#vector_borne,deng-l--sim-s,deng-l,sim-s,vector_borne,3,"Deng, Lu","Sim, Shuzhen",Environmental Health Institute,Environmental Health Institute,Singapore,Singapore
deng-l--tan-l#vector_borne,deng-l--tan-l,deng-l,tan-l,vector_borne,3,"Deng, Lu","Tan, Li Yun",Environmental Health Institute,,Singapore,United States
dickens-b--lai-y#vector_borne,dickens-b--lai-y,dickens-b,lai-y,vector_borne,3,"Dickens, Borame","Lai, Yee Ling",National University of Singapore,Environmental Health Institute,Singapore,Singapore
dickens-b--lee-v#vector_borne,dickens-b--lee-v,dickens-b,lee-v,vector_borne,3,"Dickens, Borame","Lee, Vernon",National University of Singapore,Communicable Diseases Agency,Singapore,Singapore
dickens-b--mailepessov-d#vector_borne,dickens-b--mailepessov-d,dickens-b,mailepessov-d,vector_borne,3,"Dickens, Borame","Mailepessov, Diyar",National University of Singapore,Environmental Health Institute,Singapore,Singapore
lai-y--lee-c#vector_borne,lai-y--lee-c,lai-y,lee-c,vector_borne,3,"Lai, Yee Ling","Lee, Caleb",Environmental Health Institute,"Agency for Science, Technology and Research",Singapore,Singapore
lai-y--lee-v#vector_borne,lai-y--lee-v,lai-y,lee-v,vector_borne,3,"Lai, Yee Ling","Lee, Vernon",Environmental Health Institute,Communicable Diseases Agency,Singapore,Singapore
lai-y--lim-j#vector_borne,lai-y--lim-j,lai-y,lim-j,vector_borne,3,"Lai, Yee Ling","Lim, Jue Tao",Environmental Health Institute,Nanyang Technological University,Singapore,Singapore
lai-y--mailepessov-d#vector_borne,lai-y--mailepessov-d,lai-y,mailepessov-d,vector_borne,3,"Lai, Yee Ling","Mailepessov, Diyar",Environmental Health Institute,Environmental Health Institute,Singapore,Singapore
lai-y--ng-l#vector_borne,lai-y--ng-l,lai-y,ng-l,vector_borne,3,"Lai, Yee Ling","Ng, Lee Ching",Environmental Health Institute,Environmental Health Institute,Singapore,Singapore
lai-y--ng-y#vector_borne,lai-y--ng-y,lai-y,ng-y,vector_borne,3,"Lai, Yee Ling","Ng, Youming",Environmental Health Institute,KK Women's and Children's Hospital,Singapore,Singapore
lai-y--sim-s#vector_borne,lai-y--sim-s,lai-y,sim-s,vector_borne,3,"Lai, Yee Ling","Sim, Shuzhen",Environmental Health Institute,Environmental Health Institute,Singapore,Singapore
lai-y--tan-c#vector_borne,lai-y--tan-c,lai-y,tan-c,vector_borne,3,"Lai, Yee Ling","Tan, Cheong Huat",Environmental Health Institute,Nanyang Technological University,Singapore,Singapore
lai-y--tan-l#vector_borne,lai-y--tan-l,lai-y,tan-l,vector_borne,3,"Lai, Yee Ling","Tan, Li Yun",Environmental Health Institute,,Singapore,United States
lee-c--lee-v#vector_borne,lee-c--lee-v,lee-c,lee-v,vector_borne,3,"Lee, Caleb","Lee, Vernon","Agency for Science, Technology and Research",Communicable Diseases Agency,Singapore,Singapore
lee-c--mailepessov-d#vector_borne,lee-c--mailepessov-d,lee-c,mailepessov-d,vector_borne,3,"Lee, Caleb","Mailepessov, Diyar","Agency for Science, Technology and Research",Environmental Health Institute,Singapore,Singapore
lee-v--lim-j#vector_borne,lee-v--lim-j,lee-v,lim-j,vector_borne,3,"Lee, Vernon","Lim, Jue Tao",Communicable Diseases Agency,Nanyang Technological University,Singapore,Singapore
lee-v--mailepessov-d#vector_borne,lee-v--mailepessov-d,lee-v,mailepessov-d,vector_borne,3,"Lee, Vernon","Mailepessov, Diyar",Communicable Diseases Agency,Environmental Health Institute,Singapore,Singapore
lee-v--ng-l#vector_borne,lee-v--ng-l,lee-v,ng-l,vector_borne,3,"Lee, Vernon","Ng, Lee Ching",Communicable Diseases Agency,Environmental Health Institute,Singapore,Singapore
lee-v--ng-y#vector_borne,lee-v--ng-y,lee-v,ng-y,vector_borne,3,"Lee, Vernon","Ng, Youming",Communicable Diseases Agency,KK Women's and Children's Hospital,Singapore,Singapore
lee-v--sim-s#vector_borne,lee-v--sim-s,lee-v,sim-s,vector_borne,3,"Lee, Vernon","Sim, Shuzhen",Communicable Diseases Agency,Environmental Health Institute,Singapore,Singapore
lee-v--tan-c#vector_borne,lee-v--tan-c,lee-v,tan-c,vector_borne,3,"Lee, Vernon","Tan, Cheong Huat",Communicable Diseases Agency,Nanyang Technological University,Singapore,Singapore
lee-v--tan-l#vector_borne,lee-v--tan-l,lee-v,tan-l,vector_borne,3,"Lee, Vernon","Tan, Li Yun",Communicable Diseases Agency,,Singapore,United States
lim-j--mailepessov-d#vector_borne,lim-j--mailepessov-d,lim-j,mailepessov-d,vector_borne,3,"Lim, Jue Tao","Mailepessov, Diyar",Nanyang Technological University,Environmental Health Institute,Singapore,Singapore
mailepessov-d--ng-l#vector_borne,mailepessov-d--ng-l,mailepessov-d,ng-l,vector_borne,3,"Mailepessov, Diyar","Ng, Lee Ching",Environmental Health Institute,Environmental Health Institute,Singapore,Singapore
mailepessov-d--ng-y#vector_borne,mailepessov-d--ng-y,mailepessov-d,ng-y,vector_borne,3,"Mailepessov, Diyar","Ng, Youming",Environmental Health Institute,KK Women's and Children's Hospital,Singapore,Singapore
mailepessov-d--sim-s#vector_borne,mailepessov-d--sim-s,mailepessov-d,sim-s,vector_borne,3,"Mailepessov, Diyar","Sim, Shuzhen",Environmental Health Institute,Environmental Health Institute,Singapore,Singapore
mailepessov-d--tan-c#vector_borne,mailepessov-d--tan-c,mailepessov-d,tan-c,vector_borne,3,"Mailepessov, Diyar","Tan, Cheong Huat",Environmental Health Institute,Nanyang Technological University,Singapore,Singapore
mailepessov-d--tan-l#vector_borne,mailepessov-d--tan-l,mailepessov-d,tan-l,vector_borne,3,"Mailepessov, Diyar","Tan, Li Yun",Environmental Health Institute,,Singapore,United States
bastard-m--gomezrestrepo-c#tb,bastard-m--gomezrestrepo-c,bastard-m,gomezrestrepo-c,tb,3,"Bastard, Mathieu","Gómez-Restrepo, Camilo",,,France,Myanmar
bastard-m--kotrikadze-t#tb,bastard-m--kotrikadze-t,bastard-m,kotrikadze-t,tb,3,"Bastard, Mathieu","Kotrikadze, Tina",,,France,
bastard-m--krisnanda-a#tb,bastard-m--krisnanda-a,bastard-m,krisnanda-a,tb,3,"Bastard, Mathieu","Krisnanda, Aga",,,France,Indonesia
bastard-m--oyewusi-l#tb,bastard-m--oyewusi-l,bastard-m,oyewusi-l,tb,3,"Bastard, Mathieu","Oyewusi, Lawrence",,,France,
bastard-m--rashitov-m#tb,bastard-m--rashitov-m,bastard-m,rashitov-m,tb,3,"Bastard, Mathieu","Rashitov, Mahmud",,,France,
bastard-m--romo-m#tb,bastard-m--romo-m,bastard-m,romo-m,tb,3,"Bastard, Mathieu","Romo, Matthew L",,Harvard University,France,United States
bastard-m--trevisi-l#tb,bastard-m--trevisi-l,bastard-m,trevisi-l,tb,3,"Bastard, Mathieu","Trevisi, Letizia",,Harvard University,France,United States
franke-m--gomezrestrepo-c#tb,franke-m--gomezrestrepo-c,franke-m,gomezrestrepo-c,tb,3,"Franke, Molly","Gómez-Restrepo, Camilo",Harvard University,,United States,Myanmar
franke-m--kotrikadze-t#tb,franke-m--kotrikadze-t,franke-m,kotrikadze-t,tb,3,"Franke, Molly","Kotrikadze, Tina",Harvard University,,United States,
franke-m--krisnanda-a#tb,franke-m--krisnanda-a,franke-m,krisnanda-a,tb,3,"Franke, Molly","Krisnanda, Aga",Harvard University,,United States,Indonesia
franke-m--oyewusi-l#tb,franke-m--oyewusi-l,franke-m,oyewusi-l,tb,3,"Franke, Molly","Oyewusi, Lawrence",Harvard University,,United States,
franke-m--rashitov-m#tb,franke-m--rashitov-m,franke-m,rashitov-m,tb,3,"Franke, Molly","Rashitov, Mahmud",Harvard University,,United States,
franke-m--trevisi-l#tb,franke-m--trevisi-l,franke-m,trevisi-l,tb,3,"Franke, Molly","Trevisi, Letizia",Harvard University,Harvard University,United States,United States
gomezrestrepo-c--hewison-c#tb,gomezrestrepo-c--hewison-c,gomezrestrepo-c,hewison-c,tb,3,"Gómez-Restrepo, Camilo","Hewison, Catherine",,,Myanmar,France
gomezrestrepo-c--huerga-h#tb,gomezrestrepo-c--huerga-h,gomezrestrepo-c,huerga-h,tb,3,"Gómez-Restrepo, Camilo","Huerga, Helena",,,Myanmar,France
gomezrestrepo-c--khan-p#tb,gomezrestrepo-c--khan-p,gomezrestrepo-c,khan-p,tb,3,"Gómez-Restrepo, Camilo","Khan, Palwasha Y",,London School of Hygiene & Tropical Medicine,Myanmar,Singapore
gomezrestrepo-c--kotrikadze-t#tb,gomezrestrepo-c--kotrikadze-t,gomezrestrepo-c,kotrikadze-t,tb,3,"Gómez-Restrepo, Camilo","Kotrikadze, Tina",,,Myanmar,
gomezrestrepo-c--krisnanda-a#tb,gomezrestrepo-c--krisnanda-a,gomezrestrepo-c,krisnanda-a,tb,3,"Gómez-Restrepo, Camilo","Krisnanda, Aga",,,Myanmar,Indonesia
gomezrestrepo-c--lahood-a#tb,gomezrestrepo-c--lahood-a,gomezrestrepo-c,lahood-a,tb,3,"Gómez-Restrepo, Camilo","LaHood, Allison",,Harvard University,Myanmar,United States
gomezrestrepo-c--mitnick-c#tb,gomezrestrepo-c--mitnick-c,gomezrestrepo-c,mitnick-c,tb,3,"Gómez-Restrepo, Camilo","Mitnick, Carole D",,Harvard University,Myanmar,United States
gomezrestrepo-c--oyewusi-l#tb,gomezrestrepo-c--oyewusi-l,gomezrestrepo-c,oyewusi-l,tb,3,"Gómez-Restrepo, Camilo","Oyewusi, Lawrence",,,Myanmar,
gomezrestrepo-c--rashitov-m#tb,gomezrestrepo-c--rashitov-m,gomezrestrepo-c,rashitov-m,tb,3,"Gómez-Restrepo, Camilo","Rashitov, Mahmud",,,Myanmar,
gomezrestrepo-c--rich-m#tb,gomezrestrepo-c--rich-m,gomezrestrepo-c,rich-m,tb,3,"Gómez-Restrepo, Camilo","Rich, Michael L",,,Myanmar,United States
gomezrestrepo-c--romo-m#tb,gomezrestrepo-c--romo-m,gomezrestrepo-c,romo-m,tb,3,"Gómez-Restrepo, Camilo","Romo, Matthew L",,Harvard University,Myanmar,United States
gomezrestrepo-c--trevisi-l#tb,gomezrestrepo-c--trevisi-l,gomezrestrepo-c,trevisi-l,tb,3,"Gómez-Restrepo, Camilo","Trevisi, Letizia",,Harvard University,Myanmar,United States
hewison-c--kotrikadze-t#tb,hewison-c--kotrikadze-t,hewison-c,kotrikadze-t,tb,3,"Hewison, Catherine","Kotrikadze, Tina",,,France,
hewison-c--krisnanda-a#tb,hewison-c--krisnanda-a,hewison-c,krisnanda-a,tb,3,"Hewison, Catherine","Krisnanda, Aga",,,France,Indonesia
hewison-c--oyewusi-l#tb,hewison-c--oyewusi-l,hewison-c,oyewusi-l,tb,3,"Hewison, Catherine","Oyewusi, Lawrence",,,France,
hewison-c--rashitov-m#tb,hewison-c--rashitov-m,hewison-c,rashitov-m,tb,3,"Hewison, Catherine","Rashitov, Mahmud",,,France,
hewison-c--trevisi-l#tb,hewison-c--trevisi-l,hewison-c,trevisi-l,tb,3,"Hewison, Catherine","Trevisi, Letizia",,Harvard University,France,United States
huerga-h--kotrikadze-t#tb,huerga-h--kotrikadze-t,huerga-h,kotrikadze-t,tb,3,"Huerga, Helena","Kotrikadze, Tina",,,France,
huerga-h--krisnanda-a#tb,huerga-h--krisnanda-a,huerga-h,krisnanda-a,tb,3,"Huerga, Helena","Krisnanda, Aga",,,France,Indonesia
huerga-h--oyewusi-l#tb,huerga-h--oyewusi-l,huerga-h,oyewusi-l,tb,3,"Huerga, Helena","Oyewusi, Lawrence",,,France,
huerga-h--rashitov-m#tb,huerga-h--rashitov-m,huerga-h,rashitov-m,tb,3,"Huerga, Helena","Rashitov, Mahmud",,,France,
huerga-h--trevisi-l#tb,huerga-h--trevisi-l,huerga-h,trevisi-l,tb,3,"Huerga, Helena","Trevisi, Letizia",,Harvard University,France,United States
khan-p--kotrikadze-t#tb,khan-p--kotrikadze-t,khan-p,kotrikadze-t,tb,3,"Khan, Palwasha Y","Kotrikadze, Tina",London School of Hygiene & Tropical Medicine,,Singapore,
khan-p--krisnanda-a#tb,khan-p--krisnanda-a,khan-p,krisnanda-a,tb,3,"Khan, Palwasha Y","Krisnanda, Aga",London School of Hygiene & Tropical Medicine,,Singapore,Indonesia
khan-p--oyewusi-l#tb,khan-p--oyewusi-l,khan-p,oyewusi-l,tb,3,"Khan, Palwasha Y","Oyewusi, Lawrence",London School of Hygiene & Tropical Medicine,,Singapore,
khan-p--rashitov-m#tb,khan-p--rashitov-m,khan-p,rashitov-m,tb,3,"Khan, Palwasha Y","Rashitov, Mahmud",London School of Hygiene & Tropical Medicine,,Singapore,
khan-p--trevisi-l#tb,khan-p--trevisi-l,khan-p,trevisi-l,tb,3,"Khan, Palwasha Y","Trevisi, Letizia",London School of Hygiene & Tropical Medicine,Harvard University,Singapore,United States
kotrikadze-t--krisnanda-a#tb,kotrikadze-t--krisnanda-a,kotrikadze-t,krisnanda-a,tb,3,"Kotrikadze, Tina","Krisnanda, Aga",,,,Indonesia
kotrikadze-t--lahood-a#tb,kotrikadze-t--lahood-a,kotrikadze-t,lahood-a,tb,3,"Kotrikadze, Tina","LaHood, Allison",,Harvard University,,United States
kotrikadze-t--mitnick-c#tb,kotrikadze-t--mitnick-c,kotrikadze-t,mitnick-c,tb,3,"Kotrikadze, Tina","Mitnick, Carole D",,Harvard University,,United States
kotrikadze-t--oyewusi-l#tb,kotrikadze-t--oyewusi-l,kotrikadze-t,oyewusi-l,tb,3,"Kotrikadze, Tina","Oyewusi, Lawrence",,,,
kotrikadze-t--rashitov-m#tb,kotrikadze-t--rashitov-m,kotrikadze-t,rashitov-m,tb,3,"Kotrikadze, Tina","Rashitov, Mahmud",,,,
kotrikadze-t--rich-m#tb,kotrikadze-t--rich-m,kotrikadze-t,rich-m,tb,3,"Kotrikadze, Tina","Rich, Michael L",,,,United States
kotrikadze-t--romo-m#tb,kotrikadze-t--romo-m,kotrikadze-t,romo-m,tb,3,"Kotrikadze, Tina","Romo, Matthew L",,Harvard University,,United States
kotrikadze-t--trevisi-l#tb,kotrikadze-t--trevisi-l,kotrikadze-t,trevisi-l,tb,3,"Kotrikadze, Tina","Trevisi, Letizia",,Harvard University,,United States
krisnanda-a--lahood-a#tb,krisnanda-a--lahood-a,krisnanda-a,lahood-a,tb,3,"Krisnanda, Aga","LaHood, Allison",,Harvard University,Indonesia,United States
krisnanda-a--mitnick-c#tb,krisnanda-a--mitnick-c,krisnanda-a,mitnick-c,tb,3,"Krisnanda, Aga","Mitnick, Carole D",,Harvard University,Indonesia,United States
krisnanda-a--oyewusi-l#tb,krisnanda-a--oyewusi-l,krisnanda-a,oyewusi-l,tb,3,"Krisnanda, Aga","Oyewusi, Lawrence",,,Indonesia,
