edge_id,pair_id,source,target,domain,weight,source_country,target_country,source_region,target_region,is_cross_border,involves_singapore
National University of Singapore--US Centers for Disease Control and Prevention#vector_borne,National University of Singapore--US Centers for Disease Control and Prevention,National University of Singapore,US Centers for Disease Control and Prevention,vector_borne,1,Singapore,United States,Southeast Asia,North America,1,1
US Centers for Disease Control and Prevention--World Health Organization#vector_borne,US Centers for Disease Control and Prevention--World Health Organization,US Centers for Disease Control and Prevention,World Health Organization,vector_borne,1,United States,Switzerland,North America,Europe,1,0
Duke-NUS Medical School--Harvard University#tb,Duke-NUS Medical School--Harvard University,Duke-NUS Medical School,Harvard University,tb,1,Singapore,United States,Southeast Asia,North America,1,1
Duke-NUS Medical School--National University of Singapore#tb,Duke-NUS Medical School--National University of Singapore,Duke-NUS Medical School,National University of Singapore,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Harvard University--Nanyang Technological University#tb,Harvard University--Nanyang Technological University,Harvard University,Nanyang Technological University,tb,1,United States,Singapore,North America,Southeast Asia,1,1
Harvard University--National University of Singapore#tb,Harvard University--National University of Singapore,Harvard University,National University of Singapore,tb,1,United States,Singapore,North America,Southeast Asia,1,1
Harvard University--Tan Tock Seng Hospital#tb,Harvard University--Tan Tock Seng Hospital,Harvard University,Tan Tock Seng Hospital,tb,1,United States,Singapore,North America,Southeast Asia,1,1
Harvard University--Universitas Indonesia#tb,Harvard University--Universitas Indonesia,Harvard University,Universitas Indonesia,tb,1,United States,Indonesia,North America,Southeast Asia,1,0
National University of Singapore--Universitas Indonesia#tb,National University of Singapore--Universitas Indonesia,National University of Singapore,Universitas Indonesia,tb,1,Singapore,Indonesia,Southeast Asia,Southeast Asia,1,1
National University Health System--National University of Singapore#sti,National University Health System--National University of Singapore,National University Health System,National University of Singapore,sti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--Ng Teng Fong General Hospital#amr_hai,Duke-NUS Medical School--Ng Teng Fong General Hospital,Duke-NUS Medical School,Ng Teng Fong General Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Environmental Health Institute--University of Melbourne#vector_borne,Environmental Health Institute--University of Melbourne,Environmental Health Institute,University of Melbourne,vector_borne,1,Singapore,Australia,Southeast Asia,Oceania,1,1
Alexandra Hospital--National University Hospital#tb,Alexandra Hospital--National University Hospital,Alexandra Hospital,National University Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Alexandra Hospital--National University of Singapore#tb,Alexandra Hospital--National University of Singapore,Alexandra Hospital,National University of Singapore,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Alexandra Hospital--Sengkang General Hospital#tb,Alexandra Hospital--Sengkang General Hospital,Alexandra Hospital,Sengkang General Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Alexandra Hospital--Singapore General Hospital#tb,Alexandra Hospital--Singapore General Hospital,Alexandra Hospital,Singapore General Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Alexandra Hospital--Tan Tock Seng Hospital#tb,Alexandra Hospital--Tan Tock Seng Hospital,Alexandra Hospital,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University Hospital--Sengkang General Hospital#tb,National University Hospital--Sengkang General Hospital,National University Hospital,Sengkang General Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--Sengkang General Hospital#tb,National University of Singapore--Sengkang General Hospital,National University of Singapore,Sengkang General Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Sengkang General Hospital--Tan Tock Seng Hospital#tb,Sengkang General Hospital--Tan Tock Seng Hospital,Sengkang General Hospital,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Johns Hopkins University--National University Hospital#tb,Johns Hopkins University--National University Hospital,Johns Hopkins University,National University Hospital,tb,1,United States,Singapore,North America,Southeast Asia,1,1
Harvard University--Imperial College London#tb,Harvard University--Imperial College London,Harvard University,Imperial College London,tb,1,United States,United Kingdom,North America,Europe,1,0
Harvard University--University of Melbourne#tb,Harvard University--University of Melbourne,Harvard University,University of Melbourne,tb,1,United States,Australia,North America,Oceania,1,0
Imperial College London--London School of Hygiene & Tropical Medicine#tb,Imperial College London--London School of Hygiene & Tropical Medicine,Imperial College London,London School of Hygiene & Tropical Medicine,tb,1,United Kingdom,United Kingdom,Europe,Europe,0,0
Imperial College London--University of Melbourne#tb,Imperial College London--University of Melbourne,Imperial College London,University of Melbourne,tb,1,United Kingdom,Australia,Europe,Oceania,1,0
Imperial College London--World Health Organization#tb,Imperial College London--World Health Organization,Imperial College London,World Health Organization,tb,1,United Kingdom,Switzerland,Europe,Europe,1,0
University of Melbourne--World Health Organization#tb,University of Melbourne--World Health Organization,University of Melbourne,World Health Organization,tb,1,Australia,Switzerland,Oceania,Europe,1,0
Changi General Hospital--Sengkang General Hospital#amr_hai,Changi General Hospital--Sengkang General Hospital,Changi General Hospital,Sengkang General Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Mahidol University--National University of Singapore#sti,Mahidol University--National University of Singapore,Mahidol University,National University of Singapore,sti,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Changi General Hospital--KK Women's and Children's Hospital#other_id,Changi General Hospital--KK Women's and Children's Hospital,Changi General Hospital,KK Women's and Children's Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--Nanyang Technological University#other_id,Changi General Hospital--Nanyang Technological University,Changi General Hospital,Nanyang Technological University,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--National University Hospital#other_id,Changi General Hospital--National University Hospital,Changi General Hospital,National University Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--Singapore Food Agency#other_id,Changi General Hospital--Singapore Food Agency,Changi General Hospital,Singapore Food Agency,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--Nanyang Technological University#other_id,KK Women's and Children's Hospital--Nanyang Technological University,KK Women's and Children's Hospital,Nanyang Technological University,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--National University Hospital#other_id,KK Women's and Children's Hospital--National University Hospital,KK Women's and Children's Hospital,National University Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--National University of Singapore#other_id,KK Women's and Children's Hospital--National University of Singapore,KK Women's and Children's Hospital,National University of Singapore,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--Singapore Food Agency#other_id,KK Women's and Children's Hospital--Singapore Food Agency,KK Women's and Children's Hospital,Singapore Food Agency,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--Singapore General Hospital#other_id,KK Women's and Children's Hospital--Singapore General Hospital,KK Women's and Children's Hospital,Singapore General Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Nanyang Technological University--Singapore Food Agency#other_id,Nanyang Technological University--Singapore Food Agency,Nanyang Technological University,Singapore Food Agency,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University Hospital--Singapore Food Agency#other_id,National University Hospital--Singapore Food Agency,National University Hospital,Singapore Food Agency,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--Singapore Food Agency#other_id,National University of Singapore--Singapore Food Agency,National University of Singapore,Singapore Food Agency,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Singapore Food Agency--Singapore General Hospital#other_id,Singapore Food Agency--Singapore General Hospital,Singapore Food Agency,Singapore General Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--Nanyang Technological University#amr_hai,Communicable Diseases Agency--Nanyang Technological University,Communicable Diseases Agency,Nanyang Technological University,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--National Centre for Infectious Diseases#amr_hai,Communicable Diseases Agency--National Centre for Infectious Diseases,Communicable Diseases Agency,National Centre for Infectious Diseases,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--National University Health System#amr_hai,Communicable Diseases Agency--National University Health System,Communicable Diseases Agency,National University Health System,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--National University of Singapore#amr_hai,Communicable Diseases Agency--National University of Singapore,Communicable Diseases Agency,National University of Singapore,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--Tan Tock Seng Hospital#amr_hai,Communicable Diseases Agency--Tan Tock Seng Hospital,Communicable Diseases Agency,Tan Tock Seng Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--National University Health System#amr_hai,National Centre for Infectious Diseases--National University Health System,National Centre for Infectious Diseases,National University Health System,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--University of Hong Kong#sti,National Centre for Infectious Diseases--University of Hong Kong,National Centre for Infectious Diseases,University of Hong Kong,sti,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
National University Hospital--University of Hong Kong#sti,National University Hospital--University of Hong Kong,National University Hospital,University of Hong Kong,sti,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
National University Hospital--University of Malaya#sti,National University Hospital--University of Malaya,National University Hospital,University of Malaya,sti,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
University of Hong Kong--University of Malaya#sti,University of Hong Kong--University of Malaya,University of Hong Kong,University of Malaya,sti,1,Hong Kong SAR,Malaysia,East Asia,Southeast Asia,1,0
London School of Hygiene & Tropical Medicine--Nanyang Technological University#vector_borne,London School of Hygiene & Tropical Medicine--Nanyang Technological University,London School of Hygiene & Tropical Medicine,Nanyang Technological University,vector_borne,1,United Kingdom,Singapore,Europe,Southeast Asia,1,1
London School of Hygiene & Tropical Medicine--National Environment Agency#vector_borne,London School of Hygiene & Tropical Medicine--National Environment Agency,London School of Hygiene & Tropical Medicine,National Environment Agency,vector_borne,1,United Kingdom,Singapore,Europe,Southeast Asia,1,1
London School of Hygiene & Tropical Medicine--University of Cambridge#vector_borne,London School of Hygiene & Tropical Medicine--University of Cambridge,London School of Hygiene & Tropical Medicine,University of Cambridge,vector_borne,1,United Kingdom,United Kingdom,Europe,Europe,0,0
National Environment Agency--University of Cambridge#vector_borne,National Environment Agency--University of Cambridge,National Environment Agency,University of Cambridge,vector_borne,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
National University of Singapore--University of Cambridge#vector_borne,National University of Singapore--University of Cambridge,National University of Singapore,University of Cambridge,vector_borne,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
A*STAR Infectious Diseases Labs--National Centre for Infectious Diseases#other_id,A*STAR Infectious Diseases Labs--National Centre for Infectious Diseases,A*STAR Infectious Diseases Labs,National Centre for Infectious Diseases,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--KK Women's and Children's Hospital#tb,Changi General Hospital--KK Women's and Children's Hospital,Changi General Hospital,KK Women's and Children's Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--National Centre for Infectious Diseases#tb,Changi General Hospital--National Centre for Infectious Diseases,Changi General Hospital,National Centre for Infectious Diseases,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--National University Hospital#tb,Changi General Hospital--National University Hospital,Changi General Hospital,National University Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--National University of Singapore#tb,Changi General Hospital--National University of Singapore,Changi General Hospital,National University of Singapore,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--SingHealth#tb,Changi General Hospital--SingHealth,Changi General Hospital,SingHealth,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--Tan Tock Seng Hospital#tb,Changi General Hospital--Tan Tock Seng Hospital,Changi General Hospital,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--National Centre for Infectious Diseases#tb,KK Women's and Children's Hospital--National Centre for Infectious Diseases,KK Women's and Children's Hospital,National Centre for Infectious Diseases,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--National University Hospital#tb,KK Women's and Children's Hospital--National University Hospital,KK Women's and Children's Hospital,National University Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--National University of Singapore#tb,KK Women's and Children's Hospital--National University of Singapore,KK Women's and Children's Hospital,National University of Singapore,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--SingHealth#tb,KK Women's and Children's Hospital--SingHealth,KK Women's and Children's Hospital,SingHealth,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--Singapore General Hospital#tb,KK Women's and Children's Hospital--Singapore General Hospital,KK Women's and Children's Hospital,Singapore General Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--Tan Tock Seng Hospital#tb,KK Women's and Children's Hospital--Tan Tock Seng Hospital,KK Women's and Children's Hospital,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--National University Hospital#tb,National Centre for Infectious Diseases--National University Hospital,National Centre for Infectious Diseases,National University Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--National University of Singapore#tb,National Centre for Infectious Diseases--National University of Singapore,National Centre for Infectious Diseases,National University of Singapore,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--SingHealth#tb,National Centre for Infectious Diseases--SingHealth,National Centre for Infectious Diseases,SingHealth,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University Hospital--SingHealth#tb,National University Hospital--SingHealth,National University Hospital,SingHealth,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--SingHealth#tb,National University of Singapore--SingHealth,National University of Singapore,SingHealth,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
SingHealth--Singapore General Hospital#tb,SingHealth--Singapore General Hospital,SingHealth,Singapore General Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
SingHealth--Tan Tock Seng Hospital#tb,SingHealth--Tan Tock Seng Hospital,SingHealth,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Environment Agency--University of Melbourne#vector_borne,National Environment Agency--University of Melbourne,National Environment Agency,University of Melbourne,vector_borne,1,Singapore,Australia,Southeast Asia,Oceania,1,1
National Skin Centre--SingHealth#vector_borne,National Skin Centre--SingHealth,National Skin Centre,SingHealth,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Skin Centre--Singapore Immunology Network#vector_borne,National Skin Centre--Singapore Immunology Network,National Skin Centre,Singapore Immunology Network,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
GlaxoSmithKline--London School of Hygiene & Tropical Medicine#tb,GlaxoSmithKline--London School of Hygiene & Tropical Medicine,GlaxoSmithKline,London School of Hygiene & Tropical Medicine,tb,1,United Kingdom,United Kingdom,Europe,Europe,0,0
GlaxoSmithKline--National University of Singapore#tb,GlaxoSmithKline--National University of Singapore,GlaxoSmithKline,National University of Singapore,tb,1,United Kingdom,Singapore,Europe,Southeast Asia,1,1
GlaxoSmithKline--University of Malaya#tb,GlaxoSmithKline--University of Malaya,GlaxoSmithKline,University of Malaya,tb,1,United Kingdom,Malaysia,Europe,Southeast Asia,1,0
London School of Hygiene & Tropical Medicine--University of Malaya#tb,London School of Hygiene & Tropical Medicine--University of Malaya,London School of Hygiene & Tropical Medicine,University of Malaya,tb,1,United Kingdom,Malaysia,Europe,Southeast Asia,1,0
National University of Singapore--University of Malaya#tb,National University of Singapore--University of Malaya,National University of Singapore,University of Malaya,tb,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
